district,community,primary_water_source,water_scarcity,scarcity_months,perceived_water_source,belief_underground_rivers,belief_groundwater_exhausted,belief_groundwater_replenished,belief_recharge_detectable,rwh_practice,rwh_barrier,rwh_use,belief_rwh_recharge,belief_rwh_expensive,belief_rwh_unreliable,recharge_solutions,rwh_support_needed
Chikwawa,Matengambiri ,borehole,No,NA,Underground Storage,FALSE,TRUE,TRUE,Yes,No,Negative perception/doesn’t seem worthwhile,NA,Don't Know,FALSE,FALSE,Planting trees ,Training and demonstrations
Chikwawa,Matengambiri ,borehole,No,NA,Underground Storage,NA,FALSE,FALSE,No,No,Negative perception/doesn’t seem worthwhile,NA,FALSE,TRUE,TRUE,By conserving land up land and also in river banks,Training and demonstrations
Machinga,Matengambiri ,borehole,No,NA,God ,NA,NA,FALSE,NA,No,Lack of knowledge or training,NA,Don't Know,FALSE,TRUE,Tree planting ,Other (please specify)
Chikwawa,Matengambiri ,borehole,No,NA,Underground Storage,TRUE,TRUE,TRUE,Yes,No,Negative perception/doesn’t seem worthwhile,NA,Don't Know,Don't Know,TRUE,Conserving the environment and other marginal areas in the community ,Other (please specify)
Chikwawa,Matengambiri ,borehole,Yes,"November, September, October",Underground Storage,TRUE,FALSE,TRUE,Yes,Yes,NA,Washing/Cleaning,Don't Know,FALSE,FALSE,Tree planting in large scale area ,Training and demonstrations
Chikwawa,Matengambiri ,borehole,No,NA,Underground Storage,NA,NA,NA,No,Yes,NA,Washing/Cleaning,Don't Know,FALSE,TRUE,Tree planting ,Community by-laws or encouragement
Chikwawa,Njanji,borehole,No,NA,Underground Storage,TRUE,TRUE,TRUE,Yes,No,Negative perception/doesn’t seem worthwhile,NA,Don't Know,FALSE,Don't Know,Through planting trees in hill area and also protecting forests from charcoal burners.,Training and demonstrations
Chikwawa,Njanji ,borehole,No,NA,Underground Storage,TRUE,TRUE,TRUE,Yes,Yes,NA,Washing/Cleaning,Don't Know,FALSE,TRUE,Planting trees ,Training and demonstrations
Chikwawa,Njanji ,borehole,No,NA,Underground Storage,NA,NA,TRUE,Yes,Yes,NA,Washing/Cleaning,Don't Know,FALSE,TRUE,Conserving surrounding area by constructing swale and ,"Training and demonstrations, Community by-laws or encouragement"
Chikwawa,Njanji ,borehole,No,NA,Underground Storage,TRUE,TRUE,TRUE,Yes,No,Lack of knowledge or training,NA,TRUE,FALSE,TRUE,Tree planting ,Training and demonstrations
Chikwawa,Njanji ,borehole,Yes,"November, October",Underground Storage,NA,NA,TRUE,Yes,No,Negative perception/doesn’t seem worthwhile,NA,Don't Know,FALSE,TRUE,By conserving the environment ,Training and demonstrations
Machinga,Kamwana,borehole,No,NA,Underground Storage,FALSE,TRUE,FALSE,No,No,Cannot afford storage materials,NA,FALSE,FALSE,FALSE,Don't know ,"Subsidies or financial assistance, Training and demonstrations, Labour support"
Machinga,Kamwana,borehole,No,NA,Rain,TRUE,TRUE,FALSE,NA,No,Cannot afford storage materials,NA,TRUE,TRUE,FALSE,Don't know ,"Training and demonstrations, Labour support"
Machinga,Kalolo,borehole,No,NA,God ,TRUE,TRUE,TRUE,NA,No,Cannot afford storage materials,NA,FALSE,FALSE,TRUE,Don't know ,Training and demonstrations
Machinga,Kalolo,borehole,No,NA,God ,TRUE,FALSE,TRUE,NA,Yes,NA,Drinking/Cooking,FALSE,FALSE,FALSE,Don't know ,"Training and demonstrations, Labour support"
Machinga,Njete,borehole,No,NA,God ,TRUE,TRUE,TRUE,NA,Yes,NA,Drinking/Cooking,FALSE,FALSE,FALSE,Don't know ,"Training and demonstrations, Subsidies or financial assistance"
Machinga,Njete,borehole,No,NA,God ,FALSE,TRUE,FALSE,NA,Yes,NA,Drinking/Cooking,TRUE,TRUE,TRUE,Don't know ,"Training and demonstrations, Community by-laws or encouragement"
Machinga,Njete,borehole,No,NA,God ,TRUE,TRUE,FALSE,NA,No,Cannot afford storage materials,NA,FALSE,TRUE,TRUE,Don't know ,"Training and demonstrations, Labour support"
Chikwawa,Njanji ,borehole,No,NA,Underground Storage,FALSE,TRUE,TRUE,Yes,No,Negative perception/doesn’t seem worthwhile,NA,Don't Know,TRUE,Don't Know,Planting trees ,Training and demonstrations
Machinga,Njete,borehole,No,NA,God ,TRUE,TRUE,FALSE,NA,No,Cannot afford storage materials,NA,FALSE,FALSE,FALSE,Don't know ,Training and demonstrations
Machinga,Kalolo,borehole,No,NA,God ,NA,NA,NA,NA,Yes,NA,Drinking/Cooking,Don't Know,Don't Know,FALSE,Don't know ,Training and demonstrations
Machinga,Kalolo,borehole,No,NA,God ,TRUE,TRUE,TRUE,NA,Yes,NA,Drinking/Cooking,TRUE,TRUE,TRUE,Planting more trees ,Training and demonstrations
Machinga,Kalolo ,borehole,No,NA,God ,TRUE,TRUE,TRUE,NA,Yes,NA,Drinking/Cooking,TRUE,TRUE,TRUE,Don't know ,"Training and demonstrations, Subsidies or financial assistance"
Chikwawa,Njanji ,borehole,No,NA,Underground Storage,FALSE,FALSE,TRUE,Yes,No,Negative perception/doesn’t seem worthwhile,NA,Don't Know,FALSE,TRUE,"By conserving the environment through swale making, regeneration and construction of check dams",Training and demonstrations
Chikwawa,Njanji ,borehole,No,NA,God ,FALSE,FALSE,FALSE,NA,Yes,NA,Washing/Cleaning,Don't Know,FALSE,Don't Know,Planting trees in the area ,Training and demonstrations
Machinga,Kalolo,borehole,No,NA,God ,TRUE,TRUE,TRUE,NA,Yes,NA,Drinking/Cooking,TRUE,FALSE,Don't Know,Don't know ,"Training and demonstrations, Subsidies or financial assistance"
Machinga,Njete,shallow_well,Yes,"October, November, December",God ,TRUE,TRUE,TRUE,NA,Yes,NA,Drinking/Cooking,TRUE,TRUE,TRUE,Don't know ,Subsidies or financial assistance
Machinga,Kalolo,borehole,No,NA,God ,NA,NA,NA,NA,No,Cannot afford storage materials,NA,TRUE,TRUE,TRUE,Don't know ,"Training and demonstrations, Subsidies or financial assistance"
Machinga,Kalolo,borehole,No,NA,Rain,FALSE,FALSE,FALSE,NA,No,Cannot afford storage materials,NA,FALSE,FALSE,Don't Know,Don't know ,Labour support
Machinga,Chipile,borehole,No,NA,Rain,NA,NA,NA,NA,No,Cannot afford storage materials,NA,FALSE,Don't Know,Don't Know,Don't know ,Labour support
Machinga,Chipile,shallow_well,Yes,"October, November, December",Rain,FALSE,NA,NA,NA,No,Cannot afford storage materials,NA,FALSE,FALSE,Don't Know,Don't know ,Training and demonstrations
Machinga,Chipile ,shallow_well,Yes,"September, October, November, December",Rain,NA,NA,NA,NA,No,Cannot afford storage materials,NA,TRUE,TRUE,FALSE,Planting trees ,Training and demonstrations
Machinga,Chipile,borehole,No,NA,Underground Storage,TRUE,NA,FALSE,No,Yes,NA,Drinking/Cooking,Don't Know,Don't Know,Don't Know,Don't know ,Subsidies or financial assistance
Machinga,Chipile,shallow_well,Yes,"September, October, November, December",God ,FALSE,NA,NA,NA,Yes,NA,Drinking/Cooking,Don't Know,FALSE,Don't Know,Don't know ,Subsidies or financial assistance
Machinga,Chipile,shallow_well,Yes,"October, November, December",Rain,NA,NA,NA,NA,Yes,NA,Drinking/Cooking,TRUE,FALSE,Don't Know,Don't know ,None
Machinga,Chipile,shallow_well,Yes,"October, November, December",God ,NA,NA,NA,NA,Yes,NA,Drinking/Cooking,TRUE,TRUE,TRUE,Don't know ,"Labour support, Training and demonstrations"
Machinga,Chipile ,shallow_well,Yes,"October, November, December",God ,FALSE,TRUE,NA,NA,Yes,NA,Drinking/Cooking,TRUE,FALSE,FALSE,Planting trees ,"Training and demonstrations, Subsidies or financial assistance"
Chikwawa,Mphungu ,piped_tap,Yes,"January, February, March , June, July",NA,FALSE,FALSE,FALSE,NA,No,Labour/time required is too much,NA,Don't Know,TRUE,NA,Reducing chemicals application in farm land ,Training and demonstrations
Chikwawa,Mphungu ,piped_tap,Yes,"June, July, January",NA,TRUE,TRUE,TRUE,NA,No,Negative perception/doesn’t seem worthwhile,NA,Don't Know,FALSE,Don't Know,Through regeneration and re-afforestation ,Training and demonstrations
Chikwawa,Mphungu ,piped_tap,Yes,"January, February, June, July",NA,NA,NA,TRUE,NA,No,Labour/time required is too much,NA,Don't Know,FALSE,TRUE,Through tree planting ,Community by-laws or encouragement
Machinga,Njete 2,shallow_well,Yes,"October, November, December",God ,NA,NA,NA,NA,No,Cannot afford storage materials,NA,Don't Know,Don't Know,Don't Know,Don't know ,Training and demonstrations
Machinga,Njete 2,shallow_well,Don't Know,NA,Rain,NA,NA,NA,NA,Yes,NA,Drinking/Cooking,FALSE,Don't Know,Don't Know,Don't know ,Training and demonstrations
Machinga,Chisonga,shallow_well,Yes,"October, November, December",Rain,NA,NA,NA,NA,Yes,NA,Drinking/Cooking,TRUE,Don't Know,Don't Know,Don't know ,"Subsidies or financial assistance, Training and demonstrations"
Machinga,Chisonga,shallow_well,Don't Know,NA,Rain,NA,NA,NA,NA,Yes,NA,Drinking/Cooking,Don't Know,FALSE,Don't Know,Don't know ,"Training and demonstrations, Subsidies or financial assistance"
Machinga,Chisonga,borehole,No,NA,Underground Storage,NA,NA,NA,No,Yes,NA,Drinking/Cooking,TRUE,FALSE,Don't Know,Don't know ,Training and demonstrations
Chikwawa,Mtembeta ,surface_water,Yes,"September, October, November, December",NA,FALSE,TRUE,TRUE,NA,No,Negative perception/doesn’t seem worthwhile,NA,FALSE,FALSE,FALSE,Community coordination in restoration of the environment.,Other (please specify)
Chikwawa,Mtembeta ,surface_water,Yes,"September, October, November, December",NA,FALSE,NA,TRUE,NA,Yes,NA,Washing/Cleaning,Don't Know,FALSE,FALSE,Planting trees and also practicing Smart Agricultural as advised by agricultural authorities ,Other (please specify)
Chikwawa,Mtembeta ,surface_water,Yes,"September, October, November, December",NA,FALSE,FALSE,TRUE,NA,No,Negative perception/doesn’t seem worthwhile,NA,Don't Know,FALSE,Don't Know,By conserving the environment ,Other (please specify)
Chikwawa,Mtembeta ,surface_water,Yes,"September, October, November, December",NA,FALSE,NA,TRUE,NA,Yes,NA,Washing/Cleaning,Don't Know,FALSE,TRUE,Through conserving the environment ,Other (please specify)
Chikwawa,Mtembeta ,surface_water,Yes,"September, October, November, December",NA,TRUE,TRUE,TRUE,NA,No,Negative perception/doesn’t seem worthwhile,NA,Don't Know,FALSE,Don't Know,Through practicing better methods of farming and also for not cutting down trees carelessly.,Other (please specify)
Chikwawa,Mtembeta ,surface_water,Yes,"October, November, December, September",NA,FALSE,FALSE,TRUE,NA,No,Labour/time required is too much,NA,Don't Know,FALSE,Don't Know,By Afforestation in large scale area of land ,Other (please specify)
Chikwawa,Mtembeta ,surface_water,Yes,"October, November, December, September",NA,FALSE,FALSE,FALSE,NA,Yes,NA,Washing/Cleaning,Don't Know,FALSE,TRUE,Tree planting and also practicing smart agriculture.,Other (please specify)
Chikwawa,Mtembeta ,surface_water,Yes,"October, November, December, January, February, September",NA,FALSE,FALSE,TRUE,NA,No,Negative perception/doesn’t seem worthwhile,NA,Don't Know,FALSE,TRUE,By planting more trees ,Other (please specify)
Chikwawa,Mtembeta ,surface_water,Yes,"January, February, December",NA,FALSE,FALSE,FALSE,NA,No,Negative perception/doesn’t seem worthwhile,NA,Don't Know,FALSE,FALSE,By practicing Smart Agriculture ,Other (please specify)
Chikwawa,Mtembeta ,surface_water,Yes,"January, November, October, December",NA,FALSE,FALSE,TRUE,NA,No,Do not know about the practice,NA,Don't Know,Don't Know,Don't Know,Protecting all water sources by planting more trees ,Other (please specify)
Chikwawa,Mtembeta ,surface_water,Yes,"November, December, January",NA,NA,NA,NA,NA,No,Do not know about the practice,NA,Don't Know,Don't Know,FALSE,Through conserving the environment ,Other (please specify)
Chikwawa,Mtembeta ,shallow_well,Yes,"January, February, October, November, December",Underground Storage,FALSE,FALSE,TRUE,Yes,No,Negative perception/doesn’t seem worthwhile,NA,Don't Know,FALSE,TRUE,Through re-afforestation ,Other (please specify)
Chikwawa,Gonyo 1,borehole,No,NA,Underground Storage,FALSE,FALSE,TRUE,Yes,No,Cannot afford storage materials,NA,Don't Know,TRUE,Don't Know,By planting trees ,Community by-laws or encouragement
Chikwawa,Gonyo 1 ,borehole,No,NA,Underground Storage,TRUE,FALSE,TRUE,Yes,No,Negative perception/doesn’t seem worthwhile,NA,Don't Know,FALSE,FALSE,By planting more trees in also large quantities ,Community by-laws or encouragement
Chikwawa,Gonyo 1 ,borehole,No,NA,Underground Storage,FALSE,NA,TRUE,Yes,Yes,NA,Washing/Cleaning,Don't Know,FALSE,FALSE,By conserving the environment through tree planting ,Other (please specify)
Machinga,Funde,borehole,No,NA,Underground Storage,TRUE,FALSE,TRUE,Yes,No,Cannot afford storage materials,NA,TRUE,TRUE,TRUE,Planting trees ,Training and demonstrations
Chikwawa,Gonyo 1 ,borehole,Yes,"November, December, October",Underground Storage,FALSE,FALSE,TRUE,Yes,No,Lack of knowledge or training,NA,Don't Know,Don't Know,FALSE,Through tree planting ,Training and demonstrations
Machinga,Fundeni,borehole,No,NA,Underground Storage,TRUE,FALSE,TRUE,Yes,No,Cannot afford storage materials,NA,TRUE,TRUE,TRUE,Planting trees ,Training and demonstrations
Machinga,Fundeni,borehole,No,NA,Underground Storage,TRUE,FALSE,TRUE,Yes,No,Cannot afford storage materials,NA,TRUE,TRUE,TRUE,Planting trees ,Training and demonstrations
Machinga,Fundeni ,borehole,No,NA,Underground Storage,TRUE,FALSE,TRUE,Yes,No,Cannot afford storage materials,NA,TRUE,TRUE,TRUE,Planting trees ,Training and demonstrations
Machinga,Fundeni ,borehole,No,NA,Underground Storage,TRUE,FALSE,TRUE,Yes,No,Cannot afford storage materials,NA,TRUE,TRUE,TRUE,Planting trees ,Training and demonstrations
Chikwawa,Gonyo 1 ,borehole,Yes,"October, November, December",God ,FALSE,NA,TRUE,NA,No,Lack of knowledge or training,NA,Don't Know,FALSE,TRUE,By planting more trees ,Training and demonstrations
Machinga,Fundeni,borehole,No,NA,Underground Storage,NA,FALSE,TRUE,Yes,No,Cannot afford storage materials,NA,TRUE,TRUE,TRUE,Planting trees ,Training and demonstrations
Chikwawa,Gonyo 1 ,borehole,Yes,"November, December, October",God ,NA,NA,FALSE,NA,No,Lack of knowledge or training,NA,Don't Know,Don't Know,TRUE,By conserving the environment ,Training and demonstrations
Machinga,Fundeni,borehole,No,NA,Underground Storage,TRUE,FALSE,TRUE,Yes,No,Cannot afford storage materials,NA,TRUE,TRUE,TRUE,Planting trees ,Training and demonstrations
Chikwawa,Gonyo 1 ,shallow_well,Yes,"January, October, November, December",God ,NA,FALSE,FALSE,NA,No,Do not know about the practice,NA,Don't Know,Don't Know,Don't Know,By planting trees ,Training and demonstrations
Chikwawa,Gonyo 1 ,borehole,Yes,"October, November, December",Underground Storage,TRUE,FALSE,TRUE,Yes,No,Cannot afford storage materials,NA,Don't Know,TRUE,TRUE,By conserving the soil and other marginal lands ,"Training and demonstrations, Other (please specify)"
Chikwawa,Gonyo 1 ,borehole,Yes,"September, October, November, December",God ,FALSE,FALSE,TRUE,NA,Yes,NA,Washing/Cleaning,Don't Know,FALSE,FALSE,By conserving the environment ,Training and demonstrations
Chikwawa,Gonyo 1 ,borehole,Yes,"October, November, December",Underground Storage,NA,NA,TRUE,Yes,No,Negative perception/doesn’t seem worthwhile,NA,Don't Know,FALSE,Don't Know,By planting more trees ,Training and demonstrations
Chikwawa,Gonyo 1 ,borehole,Yes,"September, October, November",Underground Storage,TRUE,FALSE,TRUE,Yes,No,Lack of knowledge or training,NA,Don't Know,FALSE,TRUE,By conserving the environment ,Training and demonstrations
Machinga,Mang'anda ,borehole,No,NA,Underground Storage,TRUE,FALSE,TRUE,Yes,No,Cannot afford storage materials,NA,TRUE,TRUE,TRUE,Planting ,Training and demonstrations
Chikwawa,Gonyo ,borehole,No,NA,God ,FALSE,FALSE,TRUE,NA,No,Labour/time required is too much,NA,FALSE,FALSE,Don't Know,By planting more trees ,"Training and demonstrations, Other (please specify)"
Machinga,Mang'anda ,borehole,No,NA,Underground Storage,TRUE,FALSE,TRUE,Don't know,No,Cannot afford storage materials,NA,TRUE,TRUE,TRUE,I don't know ,Training and demonstrations
Machinga,Mang'anda ,borehole,No,NA,Underground Storage,TRUE,FALSE,TRUE,Yes,No,Cannot afford storage materials,NA,TRUE,TRUE,TRUE,Planting trees ,Training and demonstrations
Machinga,Mang'anda ,borehole,Yes,October,Underground Storage,TRUE,FALSE,TRUE,Yes,No,Cannot afford storage materials,NA,TRUE,TRUE,TRUE,Planting trees ,Training and demonstrations
Machinga,Mang'anda ,borehole,Yes,October,Underground Storage,FALSE,FALSE,TRUE,Yes,No,Cannot afford storage materials,NA,TRUE,TRUE,TRUE,Planting trees ,Training and demonstrations
Machinga,Mang'anda ,borehole,No,NA,Underground Storage,TRUE,FALSE,TRUE,Yes,No,Cannot afford storage materials,NA,Don't Know,TRUE,TRUE,Planting trees ,Training and demonstrations
Machinga,Mang'anda,borehole,No,NA,Underground Storage,TRUE,FALSE,TRUE,Yes,No,Cannot afford storage materials,NA,TRUE,TRUE,TRUE,Planting trees ,Training and demonstrations
Chikwawa,Gonyo 1 ,borehole,No,NA,Underground Storage,TRUE,TRUE,FALSE,Yes,No,Negative perception/doesn’t seem worthwhile,NA,FALSE,FALSE,Don't Know,By conserving the land especially river sources ,Training and demonstrations
Machinga,Kalolo,borehole,No,NA,Underground Storage,TRUE,FALSE,TRUE,Yes,No,Cannot afford storage materials,NA,TRUE,TRUE,TRUE,Planting trees ,Training and demonstrations
Machinga,Kalolo,borehole,No,NA,Underground Storage,TRUE,FALSE,TRUE,Yes,No,Cannot afford storage materials,NA,TRUE,TRUE,TRUE,Planting ,Training and demonstrations
Machinga,Kalolo,borehole,No,NA,Underground Storage,TRUE,FALSE,TRUE,Yes,No,Cannot afford storage materials,NA,TRUE,TRUE,TRUE,Planting trees ,Training and demonstrations
Machinga,Kalolo,borehole,No,NA,Underground Storage,TRUE,FALSE,TRUE,Yes,No,Cannot afford storage materials,NA,TRUE,TRUE,TRUE,Planting trees ,Training and demonstrations
Machinga,Kalolo,borehole,No,NA,Underground Storage,TRUE,FALSE,TRUE,Yes,No,Cannot afford storage materials,NA,TRUE,TRUE,TRUE,Planting trees ,Training and demonstrations
Machinga,Kalolo,borehole,No,NA,Underground Storage,TRUE,FALSE,TRUE,Yes,No,Cannot afford storage materials,NA,TRUE,TRUE,TRUE,Planting trees ,Training and demonstrations
Machinga,Kalolo,borehole,No,NA,Underground Storage,TRUE,TRUE,TRUE,Yes,No,Cannot afford storage materials,NA,TRUE,TRUE,TRUE,Planting ,Training and demonstrations
Machinga,Kalolo,borehole,No,NA,Underground Storage,TRUE,FALSE,TRUE,Yes,No,Cannot afford storage materials,NA,TRUE,TRUE,TRUE,I don't know ,Training and demonstrations
Machinga,Kalolo,borehole,No,NA,Underground Storage,TRUE,FALSE,TRUE,Yes,No,Cannot afford storage materials,NA,TRUE,TRUE,TRUE,Planting trees ,Training and demonstrations
Chikwawa,Gonyo 1 ,borehole,Yes,"January, November, December, October",Underground Storage,NA,TRUE,TRUE,Yes,Yes,NA,Washing/Cleaning,Don't Know,FALSE,FALSE,By doing smart agriculture ,Training and demonstrations
Machinga,Kalolo,borehole,No,NA,Underground Storage,TRUE,FALSE,TRUE,Yes,No,Cannot afford storage materials,NA,TRUE,TRUE,TRUE,Planting trees ,Training and demonstrations
Machinga,Kalolo,borehole,No,NA,Underground Storage,TRUE,FALSE,TRUE,Yes,No,Cannot afford storage materials,NA,TRUE,TRUE,TRUE,Planting trees ,Training and demonstrations
Machinga,Kalolo,borehole,No,NA,Underground Storage,TRUE,FALSE,TRUE,Yes,No,Cannot afford storage materials,NA,TRUE,TRUE,TRUE,Planting trees ,Training and demonstrations
Machinga,Chisonga ,borehole,No,NA,Underground Storage,TRUE,FALSE,TRUE,Yes,No,Cannot afford storage materials,NA,TRUE,TRUE,TRUE,Planting trees ,Training and demonstrations
Machinga,Chisonga ,borehole,No,NA,Underground Storage,TRUE,TRUE,TRUE,Yes,No,Cannot afford storage materials,NA,TRUE,TRUE,TRUE,Planting trees ,Training and demonstrations
Chikwawa,Gonyo 1 ,borehole,No,NA,Underground Storage,NA,TRUE,TRUE,No,No,Lack of knowledge or training,NA,FALSE,Don't Know,Don't Know,By planting trees ,Training and demonstrations
Machinga,Chisonga,borehole,No,NA,Underground Storage,TRUE,FALSE,TRUE,Yes,No,Cannot afford storage materials,NA,TRUE,TRUE,TRUE,Planting trees ,Training and demonstrations
Machinga,Chisonga ,borehole,No,NA,Underground Storage,TRUE,FALSE,TRUE,Yes,No,Cannot afford storage materials,NA,TRUE,TRUE,TRUE,Planting trees ,Training and demonstrations
Machinga,Chisonga,borehole,No,NA,Underground Storage,TRUE,FALSE,TRUE,Yes,No,Cannot afford storage materials,NA,TRUE,TRUE,TRUE,Planting trees ,Training and demonstrations
Machinga,Chisonga,borehole,No,NA,Underground Storage,TRUE,FALSE,TRUE,Yes,No,Cannot afford storage materials,NA,TRUE,TRUE,TRUE,Planting trees ,Training and demonstrations
Machinga,Chisonga,borehole,No,NA,Underground Storage,TRUE,FALSE,TRUE,Yes,No,Cannot afford storage materials,NA,TRUE,TRUE,TRUE,Planting trees ,Training and demonstrations
Machinga,Chisonga ,borehole,No,NA,Underground Storage,TRUE,FALSE,TRUE,Yes,No,Cannot afford storage materials,NA,TRUE,TRUE,TRUE,Planting trees ,Training and demonstrations
Machinga,Mang'anda ,borehole,No,NA,Underground Storage,TRUE,FALSE,TRUE,Yes,No,Cannot afford storage materials,NA,TRUE,TRUE,TRUE,Planting trees ,Training and demonstrations
Chikwawa,Mphungu ,borehole,Yes,"November, December, October",Underground Storage,FALSE,TRUE,TRUE,Yes,No,Negative perception/doesn’t seem worthwhile,NA,FALSE,FALSE,Don't Know,By planting more trees in a large catchment that needs to be conserved to over a decade ,Training and demonstrations
Chikwawa,Mphungu ,borehole,Yes,"October, November, December",God ,NA,TRUE,TRUE,NA,Yes,NA,Washing/Cleaning,Don't Know,FALSE,FALSE,By planting trees reduces run off hence increases soak water down ,"Training and demonstrations, Community by-laws or encouragement"
Chikwawa,Mphungu ,borehole,Yes,"September, October, November, December",Underground Storage,NA,TRUE,TRUE,Yes,No,Negative perception/doesn’t seem worthwhile,NA,Don't Know,FALSE,FALSE,By planting trees ,Training and demonstrations
Chikwawa,Mphungu ,borehole,No,NA,God ,NA,TRUE,TRUE,NA,No,Lack of knowledge or training,NA,TRUE,FALSE,FALSE,By planting more trees ,Training and demonstrations
Chikwawa,Mphungu ,borehole,No,NA,Underground Storage,FALSE,TRUE,TRUE,Yes,No,Labour/time required is too much,NA,Don't Know,FALSE,TRUE,Planting more trees in large scale land ,Training and demonstrations
Chikwawa,Mphungu ,borehole,No,NA,God ,FALSE,NA,TRUE,NA,No,Lack of knowledge or training,NA,FALSE,Don't Know,Don't Know,Through conserving the land ,Training and demonstrations
Chikwawa,Kulima,borehole,Yes,"November, October",God ,FALSE,FALSE,FALSE,NA,No,Lack of knowledge or training,NA,FALSE,Don't Know,FALSE,By planting more trees ,Training and demonstrations
Chikwawa,Kulima ,borehole,Yes,"September, October, November, December",Underground Storage,FALSE,TRUE,TRUE,Yes,No,Negative perception/doesn’t seem worthwhile,NA,FALSE,FALSE,FALSE,Enforcement of laws that protect naturally resources like trees ,"Training and demonstrations, Community by-laws or encouragement"
Chikwawa,Kulima,borehole,No,NA,Underground Storage,FALSE,TRUE,TRUE,Yes,No,Labour/time required is too much,NA,FALSE,FALSE,FALSE,Mindset change behaviour among villagers. People should develop spirit of planting trees at household ,Training and demonstrations
Chikwawa,Kulima ,borehole,No,NA,Underground Storage,NA,FALSE,TRUE,Yes,No,Lack of knowledge or training,NA,TRUE,FALSE,FALSE,By planting trees ,Training and demonstrations
Chikwawa,Kulima ,borehole,No,NA,Underground Storage,NA,TRUE,TRUE,Yes,No,Negative perception/doesn’t seem worthwhile,NA,TRUE,FALSE,FALSE,By practicing better methods of farming like making swales and check dam on farm land ,Training and demonstrations
Chikwawa,Kulima ,borehole,No,NA,God ,NA,NA,TRUE,NA,No,Lack of knowledge or training,NA,FALSE,FALSE,FALSE,By conserving the environment ,Training and demonstrations
Chikwawa,Kulima ,borehole,No,NA,Underground Storage,FALSE,NA,TRUE,Yes,No,Lack of knowledge or training,NA,FALSE,FALSE,TRUE,By planting more trees ,Training and demonstrations
Chikwawa,Kulima ,borehole,No,NA,God ,TRUE,TRUE,TRUE,NA,Yes,NA,Washing/Cleaning,FALSE,FALSE,FALSE,By planting trees .,Training and demonstrations
Chikwawa,Chizenga ,piped_tap,No,NA,NA,NA,TRUE,FALSE,NA,Yes,NA,Washing/Cleaning,FALSE,FALSE,FALSE,By planting trees ,Training and demonstrations
Chikwawa,Kulima ,borehole,No,NA,Underground Storage,FALSE,TRUE,TRUE,Yes,No,Cannot afford storage materials,NA,FALSE,TRUE,FALSE,By conserving the land ,Training and demonstrations
Chikwawa,Mtembeta ,surface_water,Yes,"September, October, November, December",NA,FALSE,NA,TRUE,NA,No,Negative perception/doesn’t seem worthwhile,NA,FALSE,FALSE,FALSE,Through tree planting ,Training and demonstrations
Chikwawa,Chizenga ,piped_tap,No,NA,NA,NA,NA,TRUE,NA,No,Lack of knowledge or training,NA,FALSE,FALSE,Don't Know,By planting trees ,Training and demonstrations
Chikwawa,Chizenga ,piped_tap,No,NA,NA,FALSE,TRUE,TRUE,NA,No,Negative perception/doesn’t seem worthwhile,NA,FALSE,FALSE,FALSE,By conserving the environment ,Training and demonstrations
Chikwawa,Chizenga ,piped_tap,Yes,"June, July",NA,FALSE,FALSE,TRUE,NA,No,Negative perception/doesn’t seem worthwhile,NA,FALSE,FALSE,FALSE,By conserving the environment ,Training and demonstrations
Chikwawa,Sigaleti ,piped_tap,Yes,"November, October, September",NA,FALSE,FALSE,TRUE,NA,No,Negative perception/doesn’t seem worthwhile,NA,FALSE,FALSE,FALSE,By protecting environment right from water sources like hills as well as planting trees along river banks ,Community by-laws or encouragement
Chikwawa,Sigaleti ,piped_tap,Yes,"October, November, September",NA,NA,FALSE,FALSE,NA,Yes,NA,Washing/Cleaning,Don't Know,FALSE,FALSE,By plant trees ,Community by-laws or encouragement
Chikwawa,Sigaleti ,borehole,Yes,"October, November, December",God ,NA,TRUE,TRUE,NA,No,Negative perception/doesn’t seem worthwhile,NA,FALSE,FALSE,FALSE,By practicing better methods of farming like check dams construction in farm land ,"Community by-laws or encouragement, Training and demonstrations"
Chikwawa,Sigaleti ,borehole,Yes,"October, November, December",God ,NA,TRUE,FALSE,NA,No,Lack of knowledge or training,NA,Don't Know,Don't Know,Don't Know,By planting trees ,Training and demonstrations
Chikwawa,Sigaleti ,borehole,Yes,"September, October, November",God ,TRUE,FALSE,TRUE,NA,No,Lack of knowledge or training,NA,Don't Know,TRUE,FALSE,By conserving the land through planting more trees ,"Training and demonstrations, Community by-laws or encouragement"
Chikwawa,Sigaleti ,piped_tap,Yes,"September, October, November, December",NA,FALSE,TRUE,FALSE,NA,No,Negative perception/doesn’t seem worthwhile,NA,Don't Know,FALSE,FALSE,By conserving the environment around us,"Training and demonstrations, Community by-laws or encouragement"
Chikwawa,Sigaleti ,piped_tap,Yes,"January, September, October, November, December",NA,FALSE,FALSE,TRUE,NA,No,Negative perception/doesn’t seem worthwhile,NA,Don't Know,FALSE,FALSE,Planting trees and also putting laws of protecting the environment by not allowing anyone cut down trees.,Training and demonstrations
Chikwawa,Sigaleti ,piped_tap,No,NA,NA,NA,NA,TRUE,NA,No,Negative perception/doesn’t seem worthwhile,NA,Don't Know,FALSE,FALSE,By plant more trees in large catchment that needs to be taken care over years ,"Training and demonstrations, Community by-laws or encouragement"
